"","Student.Code","Time","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","blanks"
"1977","DJTGL1141U",40,"A","B","B","E","D","C","E","E","B","D","F","A","A","B","CD","B","AB","AG","ABE","ABD",0
"1978","OREBC8796B",34,"A","A","B","D","F","E","E","D","B","D","C","B","C","C","ABCDEF","AB","A","AD","ABE","CD",0
"1979","AEUXP5711E",42,"A","B","A","C","D","C","E","C","C","E","E","B","A","B","C","D","ACD","EF","BD","BC",0
"1980","XXCXA2661L",40,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","A","ABDG","BC","BD",0
"1981","UCYKP9355H",32,"B","B","C","E","F","C","C","D","A","D","A","B","A","F","A","CD","A","ABCDG","BC","B",0
"1982","GBLAD6715G",35,"B","B","B","C","A","C","E","C","B","D","E","A","A","F","CF","AB","AD","ABCEF","AB","C",0
"1983","TCHDM7970S",37,"B","B","B","C","C","C","E","C","C","D","E","A","A","F","CD","B","ACD","BDG","B","C",0
"1984","RVETC4277B",49,"A","A","B","C","C","B","D","C","C","D","D","B","C","D","ADF","D","AD","ACD","BC","CD",0
"1985","KZBFS8961R",25,"A","B","D","C","A","B","B",NA,"D","B","A","B",NA,"G","CE","AB","ABD","ACEF","AB","CD",2
"1986","DTEIJ1914E",26,"A","B","B","C","C","A","D","A","C","D","F","A","C","B","C","AB","B","AG","BCE","C",0
"1987","FGUYZ7948T",30,"B","A","B","D","D","E","D","C","B","B","F","A","C","E","E","B",NA,"AEF","BC","CD",1
"1988","TAFNW3351P",32,"B","B","B","C","B","E","E","D","A","B","F","B","D","F","AE","D","AB","ACG","DE","BD",0
"1989","UPGBA6587D",36,"B","B","B","E","B","E","C","C","B","B","A","A","A","E","CEF","D","AD","ACDG","D","BD",0
"1990","LAUWW5112A",29,"A","B","B","C","C","E","E","C","C","D","F","A","A","C","AF","D","ACD","ADF","B","C",0
"1991","DBPSO1552Z",34,"B","B","B","E","A","C","E","C","C","D","F","B","A","B","AF","D","A","AEG","ABC","CD",0
"1992","WUONN8666K",17,"A","A","E","B","C","E","C","A","B","E","F","C","B","C","BCE","CE","BD","ACF","AC","CD",0
"1993","POYIA8391Z",43,"B","B","B","E","E","E","B","D","B","D","D","B","A","B","AC","D","AB","ABC","AD","E",0
"1994","MTNOW0051P",38,"A","B","B","C","E","C","E","E","A","D","E","B","A","D","C","D","AD","ADG","CE","BDF",0
"1995","IFOYN3191E",34,"B","B","B","C","A","A","E","C","A","C","E","A","A","B","C","D","E","CDF","AB",NA,1
"1996","DEFSX8550D",26,"A","B","C","E","C","C","D","C","C","D","F","A","D","F","AB","AB","E","ADG","B","B",0
"1997","LPFMI4539A",42,"B","B","B","C","E","C","E","C","A","D","F","A","A","B","C","D","BD","ACDF","BC","C",0
"1998","YKZBV7810V",25,"A","B","B","D","C","E","E","C","C","D","B","A","C","B","C","D","A","DG","ABE","C",0
"1999","LKXEC3181U",24,"A","B","B","C","B","C","B","C","B","E","D","B","A","B","BC","D","CD","C","BE","C",0
"2000","JPAVI7719S",35,"B","B","B","A","C","C","D","C","C","D","D","A","C","F","AF","D","AD","CDF","AE","C",0
"2001","IBMMB1529F",28,"A","B","B","A","E","E","E","E","C","D","A","A","C","D","CF","B","ACD","AD","BC","CD",0
"2002","WYZWI5231N",29,"A","B","B","E","A","B","D","C","D","D","A","B","A","F","CF","B","E","ACEG","AB","ABCD",0
"2003","ZDFIE8455K",33,"A","B","B","C","E","C","E","C","E","B","E","B","A","B","C","D","A","BDF","BD","C",0
"2004","ZYZMU2276Q",40,"B","A","B","D","C","E","D","D","B","A","F","B","D","D","AD","D","BD","ABE","B","BDF",0
"2005","TZVRL6846G",37,"B","B","B","C","D","C","D","C","C","D","D","B","A","B","CE","D","ABCD","AG","BE","B",0
"2006","UPLVX6113Y",32,"B","A","B","C","C","D","C","B","A","B","D","B","E","C","BCF","B","ABCD","BC","AB","CD",0
"2007","QHVYZ0454Y",32,"A","B","B","C","A","E","E","C","D","B","D","B","C","G","CF","BD","ACD","EF","ABCDE","D",0
"2008","MPRDK9624A",34,"A","B","B","C","C","B","D","C","E","D","E","D","C","G","C","A","A","ABCDG","AC","BD",0
"2009","XWCPY4696M",29,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","AF","D","ACD","DG","AB","C",0
"2010","ZMJLH5351D",37,"B","B","B","D","C","E","B","C","B","D","F","B","A","D","AF","B","BD","DF","AC","C",0
"2011","AWJXJ3681P",43,"A","B","B","C","B","B","D","C","B","C","D","B","C","F","AB","AB","A","ABDF","AB","BD",0
"2012","IAKVK4318Q",37,"A","B","B","C","D","B","E","C","C","D","F","B","A","F","C","D","ACD","ACF","E","C",0
"2013","RBPSE0095F",33,"B","B","B","C","D","C","E","C","C","D","B","B","A","F","C","B","ACD","BEF","B","C",0
"2014","OOZUS9625A",30,"A","B","B","C","C","D","E","D","C","B","D","B","C","E","AD","B","C",NA,"B","CD",1
"2015","BXJXC6710C",20,"B","B","B","C","C","E","E","C","C","D","F","B","C","G","AF","B","ABC","DF","BC","C",0
"2016","LNJXJ6870B",42,"B","B","B","C","C","D","E","C","B","D","B","B","A","B","BE","D","E","DG","BC","C",0
"2017","LUHYZ8219A",40,"B","B","B","C","C","D",NA,"C","C","D","E","A","A","C","F","AB","ABCD","BCEF","B","C",1
"2018","QTXYJ2356B",37,"D","B","B","D","D","E","A","B","B","D","B","A","A","F","AF","AB","BDE","ACF","BE","CD",0
"2019","MRXMZ9544Q",30,"A","B","B","D","E","B","E","C","E","D","F","B","A","B","BC","B","CD","EF","DE","CD",0
"2020","OVWAI7476A",37,"B","B","B","C","D","C","E","C","E","D","F","A","A","C","C","D","A","ABCF","AB","C",0
"2021","ZLXUH3652U",46,"A","A","D","C","B","B","D","D","B",NA,"A","B","A","E","CD","B","E","BDG","BD",NA,2
"2022","GVFAQ0646L",35,"A","A","B","C","D","C","E","C","E","C","E","B","E","C","ACD","B","CD","CEF",NA,"CD",1
"2023","ZXWML1601E",32,"B","B","B","C","D","C","E","C","B","D","F","A","A","B","C","D","ACD","DF","BC","C",0
"2024","ZPKMK5618S",17,"A","B","B","C","C","C","E","C","B","D","A","A","A","F","CE","D","ACD","ABDG","AC","CD",0
"2025","EFWXB7962B",41,"B","B","B","C","D","B","E","C","C","D","E","A","A","G","C","D","AC","BCEF","BC","C",0
"2026","IOPOZ4341E",47,"B","A","B","C","E","A","E","C","B","E","D","A","A","C","CE","D","AD","F","AB","CD",0
"2027","XXBIB3022K",37,"B","B","B","C","F","C","E","C","C","D","A","A","A","F","C","B","E","ADG","BC","B",0
"2028","HMUSU3183Y",39,"B","B","B","D","C","C","E","C","C","A","A","B","A","C","C","B","AC","DG","BC","C",0
"2029","WDVPF2649J",40,"A","B","B","C","F","C","E","C","B","B","E","B","A","D","CD","D","AC","ABCEF","B","C",0
"2030","QJPHY9662G",27,"B","B","B","C","E","C","E","C","B","D","E","A","A","F","C","B","ACD","G","B","C",0
"2031","VUYFA5103J",37,"B","B","B","E","D","C","E","C","C","D","E","D","A","B","C","D","A","CD","B","C",0
"2032","RASBU6668W",35,"B","B","B","C","E","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"2033","VMKUA8994K",38,"B","B","B","E","E","C","D","C","B","D","B","A","E","G","AF","AB","AC","AEF","CE","C",0
"2034","MPUZD7372Z",41,"B","B","B","C","D","C","E","C","C","E","E","B","A","G","CD","AD","AC","ACEF","B","C",0
"2035","NCBDX8690V",35,"A","B","B","D","C","E","C","C","D","D","F","B","A","C","CE","AB","ABD","ACEF","AB","B",0
"2036","FOIGY9266U",38,"B","B","B","C","B","C","E","C","C","D","E","E","C","B","CF","B","AD","DF","B","C",0
"2037","UTXHP5133N",38,"B","B","B","C","C","C","D","C","C","D","F","A","A","B","AF","D","D","BCDF","BCE","B",0
"2038","VPJTB4051J",43,"A","A","B","D","C","E","B","C","A","D","F","A","A","B","CF","AB","ABCD","ACDF","BCE","CF",0
"2039","NPBMR2737X",42,"A","B","B","E","A","C","C","B","B","B","D","B","B","B","AD","AB","ABC","ABDF","C","BD",0
"2040","ZPUZK2370V",32,"A","B","B","D","C","E","E","C","A","D","F","B","C","D","CD","B","E","BD","BC","C",0
"2041","ZFCKE0898Y",31,"B","B","B","C","D","C","E","C","B","D","E","B","C","G","BE","D","ACD","ABEF","BCE","BD",0
"2042","MDXPD4073E",24,"A","B","B","E","A","C","E","C","C","E","F","E","A","D","CE","B","E","EF","B","C",0
"2043","MLUZK0155C",45,"B","B","B","E","B","E","E","C","C","D","D","B","A","F","AF","B","ACD","EFG","AB","C",0
"2044","GCXRE0695Y",17,"A","B","B","C","F","C","E","C","B","D","A","A","A","F","C","AD","ACD","CD","BE","CD",0
"2045","KOSTA8135B",32,"A","B","B","E","B","A","E","C","E","D","B","A","C","F","C","D","BD","ABCEF","E","CD",0
"2046","TOCJZ3743I",46,"B","B","B","E","C","C","E","C","B","D","B","A","C","B","CF","D","A","DF","BE","BD",0
"2047","NMIUM1153L",39,"A","B","B","C","D","C","E","C","C","D","E","A","A","G","C","D","B","BG","A","C",0
"2048","BTFPW4949T",41,"B","B","B","C","E","C","E","C","C","D","F","B","A","G","AF","D","ACD","ABEG","BD","CD",0
"2049","ZBMQN6571T",40,"B","B","B","D","D","C","E","C","C","D","E","B","A","B","C","D","ACD","ADF","B","C",0
"2050","KERSP0139B",36,"B","B","B","C","E","D","E","C","B","D","F","A","A","A","ACF","D","AD","G","AD","CD",0
"2051","XOQQG3774I",36,"A","B","B","C","D","E","E","C","C","D","E","A","A","B","AF","B","ACD","B","ABD","C",0
"2052","MGVZO9883H",26,"B","A","B","E","B","D","B","A","E","D","E","B","C","A","BE","C","BC","BE","AC","D",0
"2053","PSRSS4806A",36,"A","A","C","B","E","C","D","E","D","B","C","B","C","G","BE","AB","E","AEF","BE","B",0
"2054","DHGOD1496T",43,"A","B","B","C","D","E","E","C","B","D","E","A","A","F","A","B","A","ABDG","BE","C",0
"2055","OSWOR9409H",30,"A","B","B","C","B","C","E","D","C","C","E","A","C","G","ABCEF","AB","CD","F","AC","C",0
"2056","FDLLF8268M",26,"B","B","B","E","D","C","E","C","D","D","E","A","A","D","C","D","E","AB","B","C",0
"2057","GIPLJ4371Z",33,"B","B","B","C","E","D","E","C","B","D","F","A","A","D","C","B","ACD","BCDG","B","C",0
"2058","ONIDT5901P",27,"B","B","B","E","D","C","E","C","C","D","D","A","A","B","C","D","A","DG","A","B",0
"2059","MSOEB4961N",24,"B","B","B","E","A","A","E","C","C","D","D","B","A",NA,"C","B","AD","AG","BDE","CD",1
"2060","HVZLL7508U",16,"A","B","C","E","C","B","C","C","D","D","B","B","E","E","ABE","AB","ABC","ACE","BC","CD",0
"2061","IREHO0617Y",41,"B","B","B","E","D","C","E","C","C","D","F","A","C","B","C","D","ACD","DG","B","C",0
"2062","ASYLP9584V",33,"B","B","B","C","C","C","D","C","C","D","E","A","A","F","AF","D","CD","BDG","AB","C",0
"2063","XDQCU3441M",22,"A","B","E","E","C","D","E","C","A","D","E","B","C","B","C","D","BC","ACEF","ABE","CD",0
"2064","LSAYQ9879V",46,"C","A","B","C","E","E","C","E","A","A","B","B","A","F","D","E","BC",NA,"ABD","C",1
"2065","HZDON9675C",44,"B","B","B","C","D","C","E","C","C","D","F","A","A","F","C","D","AD","DG","A","C",0
"2066","RQBCK2331E",39,"A","C","B","D","B","D","E","E","D","B","E","B","C","D","ACEF","AB","AD","BCDF","AC","CD",0
"2067","ITWBD4395P",25,"B","B","B","C","C","D","E","E","C","D","B","B","A","F","C","D","C","DG","B","C",0
"2068","AFYAS9599A",38,"B","B","B","C","A","C","E","C","E","D","E","B","A","E","C","B","ACD","ACDF","B","CD",0
"2069","SOCCI9810B",39,"B","B","B","D","D","C","E","C","C","D","F","B","A","B","CE","D","A","DG","BC","CD",0
"2070","PABPS8419I",14,"B","A","C","E","F","C","D","D","B","E","E","B","A","G","DE","D","E","AD","AE","BD",0
"2071","EVBPU1589W",37,"B","B","B","C","D","C","E","C","B","D","E","A","C","B","ABCEF","D","ACD","ADF","B","CD",0
"2072","BDDRO6948V",35,"B","B","B","D","B","C","E","C","B","E","E","B","C","F","BE","B","ABCD","ABDF","BC","CD",0
"2073","YQFZZ5027M",20,"A","B","B","D","D","E","E","C","C","D","C","B","A","E","A","B","BD","BCG","AB","C",0
"2074","BLSZJ9090V",23,"B","B","B","D","C","D","D","C","C","D","D","B","A","C","C","B","ABCD","AD","BD","C",0
"2075","FYIZI8669Y",38,"A","B","B","E","D","C","E","E","C","D","E","A","A","F","AB","AB","E","E","ABCE","CDE",0
"2076","KIKBO8379D",43,"C","A","B","D","D","D","E","C","D","C","B","B","C","G","BE","D","AD","CDF","ABE","AD",0
"2077","UQNQB5438F",10,"A","B","C","D","B","E","D","B","E","C","F","B","A","G","BD","AD",NA,"AG","BC","BD",1
"2078","RIVJT4986U",34,"B","B","B","C","C","C","E","C","C","D","F","A","A","C","C","AD","E","CEG","ABC","C",0
"2079","NOPZT7614Z",8,"A","A","B","A","D","C","A","C","B","D","E","A","D","B","C","AB","AD","BCG","BE","BC",0
"2080","IZYRL1362H",22,"B","B","C","D","B","D","E","C","B","B","D","C","A","G","BCE","D","AC","ABCDF","B","BD",0
"2081","RBUTY3449G",36,"C","A","B","E","F","B","A","C","E","B","D","B","D","F","CF","CDE","BCD","BDE","ACD","AD",0
"2082","FZXBH2570T",25,"A","B","B","E","F","D","D","C","D","E","D","B","C","F","ABCEF","B","AB","BCD","BE","BD",0
"2083","LPIDZ3226R",44,"B","B","B","C","D","B","E","C","C","D","E",NA,"A","B","BE","B","AB","ADEG",NA,"C",2
"2084","EQMJV5823M",27,"A","A","B","E","B","D","D","B","B","C","A","B","E","F","CF","C","AD","ADE","ABDE","CD",0
"2085","IANIR5450W",43,"B","B","B","E","E","C","D","C","C","D","E","B","A","F","C","D","ACD","DF","B","C",0
"2086","NXPES9518E",33,"A","B","B","E","D","C","D","C","E","D","D","A","A","C","C","B","ACD","AB","AB","C",0
"2087","VXXKE3750S",32,"B","B","B","C","D","C","E","C","C","D","F","A","A","F","C","D","ACD","A","BC","C",0
"2088","KBWXS9830L",36,"B","B","B","D","D","E","E","C","C","D","F","A","A","G","C","B","E","BCF","AB","CD",0
"2089","ANEOQ9681W",36,"B","B","B","E","F","C","E","E","C","D","D","A","C","C","CE","D","AC","G",NA,"B",1
"2090","KLHDZ5753V",39,"A","B","B","E","E","D","D","C","E","D","F","E","C","G","ABF","D","BC","ACDF","BC","D",0
"2091","ORLOU8469K",34,"A","B","B","E","D","E","E","C","A","B","D","B","A","C","BCF","AB","BD","ACDF","C","CD",0
"2092","ZCLPG6639W",28,"B","B","B","C","D","C","E","C","C","D","D","A","A","B","C","B","AD","BG","BE","C",0
"2093","UEYOV9395G",47,"A","B","C","C","A","E","D","C","B","E","B","B","C","F","AF","AB","BCD","ABCEF","BDE","C",0
"2094","KKHCJ1237M",27,"A","B","B","C","E","B","E","C","E","C","A","B","A","G","BE","AB","A","BD","AE","C",0
"2095","NZRIE0580X",42,"B","B","B","C","D","C","E","C","C","D","E","A","C","B","CF","B","ACD","ABCEG","AB","C",0
"2096","BASQN5953M",33,"A","B","B","A","C","D","D","A","A","B","F","B","C","A","AD","AB","BCD","AEF","DE","CD",0
"2097","MKSYD7044L",30,"A","B","B","D","A","B","E","E","B","B","A","B","C","C","C","BC","A","E","AB","C",0
"2098","QJFIR3495H",28,"B","B","B","E","D","E","E","C","E","D","E","B","C","E","C","D","ACD","ABCEF","AB","C",0
"2099","CAPHJ7580Q",37,"A","B","B","C","F","C","E","C","D","E","A","A","A","D","AF","D","ACD","BC","CE","BD",0
"2100","BCDKH6859K",36,"B","B","B","B","D","C","E","C","C","E","D","B","A","B","CE","D","ACD","CF","ABE","C",0
"2101","JDXOJ5296H",37,"B","B","B","E","C","C","E","C","C","E","E","A","A","F","C","D","ACD","BG","A","C",0
"2102","AVBUR4910F",32,"A","B","B","C","B","C","E","C","B","D","E","A","B","E","CE","D","CD","ABE","D","CD",0
"2103","WJITS6697U",32,"B","A","B","C","C","E","D","C","E","D","D","B","A","E","AF","B","AD","ACDF","ACE","AD",0
"2104","SFDJC4189E",33,"B","A","B","D","A","C","E","E","C","D","F","A","A","F","BE","D","ACD","ABDF","BE","C",0
"2105","PIFMB7486U",23,"B","B","B","E","D","C","E","C","C","D","E","B","A","B","C","B","A","ABC","AB","C",0
"2106","SLPAB1922H",16,"A","B","B","D","A","A","A","C","A","E","F","A","A","E","C","AB","ABCD","ADG",NA,"ACD",1
"2107","OGEIE1004R",28,"B","B","B","D","C","C","D","C","C","D","D","A","A","F","C","D","ACD","EF","B","E",0
"2108","VXMOE3874B",31,"B","B","E","C","D","E","E","C","B","D","D","A","C","C",NA,"B","BD","CDF","CE","C",1
"2109","SSRFA3355S",35,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"2110","FFRQS5876T",40,"B","B","B","E","A","C","B","E","C","D","E","A","A","B","AF","B","ACD","CEF","BE","C",0
"2111","PKOQI0923B",35,"B","B","B","E","E","E","C","A","A","D","E","A","D","D","C","B","E","ABD","AB","ABDE",0
"2112","TFDIJ4743X",39,"B","B","C","C","C","C","E","C","C","D","B","A","A","F","A","B","A","DG","AE","BD",0
"2113","PWGFL9850O",43,"B","A","B","C","C","E","E","C","C","D","F","B","C","B","C","D","ACD","BD","BE","D",0
"2114","ECIEB4969B",38,"B","A","C","C","A","C","E","C","C","D","F","B","A","F","C","D","A","CDF","C","C",0
"2115","CYRFO8288H",30,"A","C","B","C","D","E","D","C","B","D","B","D","C","D","AF","AB","B","BCDF","BD","CD",0
"2116","DBEHF3030Z",20,"B","B","B","B","D","D","E","C","C","E","D","B","A","E","CEF","D","E","ABCEG","DE","CD",0
"2117","SZACW6164M",38,"B","B","B","D","D","A","E","C","C","D","E","A","A","F","AF","B","ACD","AB","AD","C",0
"2118","XSXWL8353Z",22,"B","B","B","C","C","C","E","C","C","D","E","A","A","E","A","B","ACD","BDF","A","C",0
"2119","GFFKB8517K",32,"A","B","B","C","D","A","E","C","B","D","D","A","A","B","C","D","A","DG","BC","CD",0
"2120","IFSEJ0048I",35,"B","B","B","C","D","C","E","C","C","D","E","B","A","F","AF","D","AD","ABDG","BE","C",0
"2121","BQTOJ5155A",36,"B","B","C","D","C","E","E","C","C","D","A","B","A","B","CEF","D","A","CDG",NA,"C",1
"2122","JZEEV7502B",44,"B","A","B","C","D","C","E","C","E","D","E","A","C","F","AF","D","A","ABCEF","ABC","C",0
"2123","LFZTL4594B",38,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","A","ADF",NA,"C",1
"2124","VTZHM5577P",29,"D","B","B","E","E","A","D","E","A","D","D","A","D","C","C","B","AC","F","ABDE","BD",0
"2125","OJFCO4511T",27,"A","B","C","C","E","C","D","C","B","D","D","A","A","B","C","D","ABD","EF","BC","CD",0
"2126","YZANK6184C",43,"A","A","B","C","F","B","D","D","D","A","A","B","C","E","CEF","D","AB","ADG","DE","BD",0
"2127","DNIGC1778T",44,"A","B","B","C","C","E","D","C","E","D","A","C","D","F","B","AB","E","ACEG","BCD","D",0
"2128","CAVLB0255R",45,"A","A","B","D",NA,"E","D","C","E","E","F","B","C",NA,"BDE","D","CD","ABC","AD","D",2
"2129","CTLYT1938J",46,"B","A","B","C","B","C","E","C","C","D","E","A","A","F","CF","D","A","CEF","CE","CD",0
"2130","MENXT9006V",53,"A","B","B","C","C","E","D","C","D","E","F","B","A","B","AF","D","ABCD","D","ACD","CD",0
"2131","GVPFF5466S",44,"B","B","B","E","D","C","E","C","C","C","E","B","A","B","C","AB","ABCD","ABDG","B","C",0
"2132","GDZTJ2883R",36,"A","B","B","C","C","C","E","E","E","D","D","B","E","F","CF","B","AC","CDF","AE","C",0
"2133","DGUAX8822X",33,"B","B","B","C","D","C","B","C","B","D","A","B","A","A","AF","AB","AD","DF","ABC","C",0
"2134","DCDHX9677P",32,"A","B","B","D","E","A","E","C","C","D","B","A","A","F","AF","B","E","ACG","ACD","B",0
"2135","CJLON7139Z",24,"A","B","B","E",NA,"A","D","E","C","E","D","B","A","B","AF","D","A","DF","B","CD",1
"2136","TRZXP2163B",9,"A","A","C","A","D",NA,"C","E","E","C","F","B","C","G","BDF",NA,NA,"EF",NA,"E",4
"2137","LETJU8341C",43,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","A","C","BC","C",0
"2138","POGGU1786N",40,"C","A","B","D","C","C","A","D","B","A","D","B",NA,"F","ABCEF","AC","AB","ACEG",NA,"D",2
"2139","NMITQ1847E",48,"B","B","B","C","C","E","E","C","C","D","F","A","A","B","AF","D","CD","G","B","C",0
"2140","YDJBY3785U",21,"A","B","B","E","B","A","D","C","C","D","E","B","E","G","AF","D","CD","BF","BE","BD",0
"2141","BVGKL9332A",31,"B","B","B","D","D","B","E","C","C","D","D","A","A","E","AC","D","AB","ABCF","AB","D",0
"2142","JEUKQ8322H",25,"A","B","B","C","C","B","E","C","B","E","A","B","C","C","B","B","B","ABEG","BE","B",0
"2143","OFCBG4843L",40,"B","B","B","E","A","C","D","C","A","D","A","C","A","F","ABC","D","AC","AD","BC","BD",0
"2144","NTTWF6368J",33,"B","B","B","C","E","C","E","C","C","A","B","A","D","D","CD","BC","ACD","ADG","C",NA,1
"2145","NDWYY1909N",30,"A","A","B","E","C","C","D","D","B","B","A","B","A","D","ABC","D","AB","AEF",NA,"ACE",1
"2146","FQHUY0031Q",34,"A","A","B","C","C","C","B","C","B","E","A","B","A","F","CF","D","ABD","BCDF","ABCDE","B",0
"2147","ZSXCH4325G",29,"B","A","B","E","C","D","B","C","C","D","E","A","A","C","C","D","E","ADF","ABCDE","C",0
"2148","ELLHI5020Q",28,"A","B","B","D","C","D","A","E","D","B","F","E","A","E","B","CD","D","CD","AB","C",0
"2149","AHCEG2135X",34,"B","B","B","C","D","C","E","C","C","D","F","A","A","F","CEF","B","ACD","ABCEG","ABC","C",0
"2150","OUWEZ5513U",33,"A","B","B","D","F","E","E","C","B","E","A","B","A","F","ABEF","AD","E","ACDF","ABE","BC",0
"2151","THYVC2816Q",36,"B","B","B","C","D","C","E","C","C","D","E","A","B","B","AF","D","AC","AEF","BE","CD",0
"2152","OQGQJ5304B",27,"A","B","B","E","B","D","E","C","B","B","E","C","A","B","BC","D","AD","AF","AC","C",0
"2153","RNJFB1705J",42,"A","A","B","C","A","D","E","D","B","B","D","A","C","F","ABC","D","AD","ACD","B","C",0
"2154","NXRVP0588F",35,"A","B","B","E","C","E","E","A","D","D","B","B","B","E","CE","D","A","AC","CDE","C",0
"2155","GFXDX9707X",40,"B","B","B","E","E","C","E","D","B","D","E","D","A","F","CE","D","E","ABC","AE","CD",0
"2156","HPDRK9834J",28,"B","B","B","C","D","C","E","C","E","D","D","A","A","B","ABC","D","ACD","ADF","AC","C",0
"2157","IGNBE9651W",25,"A","B","B","E","F","A","D","B","B","A","F","B","C","E","AF","DE","ABD","DG",NA,"B",1
"2158","DLRLC5754G",36,"A","A","A","C","C","E","C","E","E","B","C","B","C","B","B","B","E","CD","CD",NA,1
"2159","KDRWS3155L",23,"B","B","B","C","C","D","D","E","C","D","B","A","C","B","A","B","CD","EF","AB","C",0
"2160","TCFND8199C",27,"B","B","E","E","B","C","E","C","B","D","A","B","A","B","CF","BC","BCD","ADG","BE","CD",0
"2161","PMJXF1108J",34,"B","A","B","C","C","C","E","C","C","D","E","A","C","B","CD","D","AC","ACDF","B","B",0
"2162","HNTTR9578J",15,"A","B","C","E","C","D","A","C","C","B","C","B","C","A","AF","B",NA,"ACEF","BC","CE",1
"2163","GLDZW4563T",35,"B","B","B","C","C","C","E","C","C","D","A","B","B","F","C","D","ACD","ABCEF",NA,"DF",1
"2164","GMGAQ6999W",27,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","B","F","B","C",0
"2165","QCJLY4122I",25,"B","B","B","C","D","C","B","C","C","D","F","A","A","B","C","D","ACD","DG","B","CD",0
"2166","SMGZW7973I",28,"A","A","B","E","F","D","C","C","B","D","B","C","A","F","ABE","AB","A","BEG","ABE","F",0
"2167","RIPIV6217M",30,"A","A","C","D","D","B","D","B","B","D","E","B","C","D","ABC","AB","CD","BDF","AD","CE",0
"2168","WFUGP8934N",48,"A","B","B","C","C","C","D","C","B","C","D","B","A","B","ABEF","B",NA,"DG","CE","C",1
